qid,question,answer,confidence,correct,gold_aliases
tc_1535,The Naismith Award is presented in which sport?,Basketball,95,1,"[""Basketball"", ""Basketball gear"", ""Bball"", ""Boy's Basketball"", ""B Ball"", ""Shoot hoops"", ""Basketball parity worldwide"", ""Men's Basketball"", ""High school basketball"", ""Basketball Worldwide"", ""Basketball club"", ""B-ball"", ""Basket-ball"", ""Basketball team"", ""\ud83c\udfc0"", ""Basketball rim"", ""Basketballer"", ""Rim (basketball)"", ""Basket ball"", ""Basketball net"", ""Baksetball"", ""Basketball player"", ""Basket-Ball"", ""Women's hoops"", ""Men's basketball"", ""BasketBall"", ""Basketball Parity Worldwide"", ""Basket Ball"", ""Baketball"", ""Basketball Player"", ""B ball"", ""Unicycle basketball"", ""Basket ball""]"
tc_1537,Which cartoon and film character is the nickname of super athlete Michael Johnson?,The Flash,95,0,"[""Stalmannen"", ""Supaaman"", ""Jordan Elliot"", ""Superman (fictional character)"", ""Superman Secret Files"", ""Kal-El"", ""Super-Man"", ""Codename: Patriot"", ""The Metropolis Marvel"", ""Big blue boy scout"", ""SuperMan"", ""Kal-el"", ""Superman (Clark Kent)"", ""Action Ace"", ""Kal el"", ""Super man"", ""Superman Costume"", ""Able to leap tall buildings in a single bound"", ""The Superman"", ""Super-man"", ""Supertman"", ""St\u00e5lmannen"", ""Superman (comics)"", ""Supes"", ""Superman: Secret Files"", ""Metropolis Marvel"", ""Superman (DC Comics)"", ""Super Man"", ""The Action Ace"", ""Kal El"", ""Ubermensch!"", ""Big Blue Cheese"", ""Faster than a speeding bullet"", ""SUPERMAN"", ""\u00dcbermensch!"", ""Superman (Kal-El)"", ""More powerful than a locomotive"", ""Man of tomorrow"", ""Supraman"", ""KAL-EL"", ""Superman/Clark Kent"", ""Kirk Brent"", ""Superman (character)"", ""Gojjum"", ""Superman"", ""Superman""]"
tc_1542,For which team did Babe Ruth blast his last Major League home run?,Boston Braves,60,1,"[""Boston Braves (disambiguation)"", ""Boston Braves"", ""Boston Braves""]"
tc_1602,What was Warren Beatty's first movie?,Splendor in the Grass,60,1,"[""Splendor in the Grass"", ""Splendor in the Grass""]"
tc_1606,"Which future Hollywood star got her break as Wonder Girl, Wonder Woman's sister Drusilla?",Lynda Carter,60,0,"[""Mary Debra Winger"", ""Debra Winger"", ""Deborah Winger"", ""Debra Winger""]"
tc_1609,Mickey Braddock in the 50s series Circus Boy found fame with which surname in which pop band?,I don't know,10,0,"[""Mickey Dolenz (The Monkees)"", ""Mickey Dolenz (The Monkees)""]"
tc_1620,Which war veteran was Director of News & Special Events for ABC before find fame as a TV cop?,I don't know,10,0,"[""Thomas William %22Tom%22 Selleck"", ""Thomas Selleck"", ""Thomas William Selleck"", ""Tom selleck"", ""Tom Selleck"", ""Tom Selleck""]"
tc_1622,What US sitcom was the first exported to Britain?,I Love Lucy,60,0,"[""Amos n Andy"", ""Amos And Andy"", ""Amos and andy"", ""Amos N Andy"", ""Amos & Andy"", ""George %22Kingfish%22 Stevens"", ""Amos and Andy"", ""Amos 'N' Andy"", ""Brazilian Brass Mines"", ""Amos \u2018n\u2019 Andy"", ""Amos 'n Andy"", ""Amos N' Andy"", ""The Amos 'n Andy Show"", ""Amos 'n Andy Show"", ""Amos 'n' Andy Show"", ""Amos 'n' Andy"", ""Amos 'N' Andy""]"
tc_1623,In Hanna and Barbera's TV cartoons base on The Addams Family who was the voice of Gomez?,John Astin,60,1,"[""John Astin"", ""John Astin""]"
tc_1635,Who was the only female victim to be killed off in the opening credit sequence in Police Squad?,I don't know,10,0,"[""Florence Agnes Henderson"", ""Florence Henderson"", ""Florence Hendersen"", ""Flo Henderson"", ""Florence Henderson""]"
tc_1686,Which US president won the Nobel Peace Prize in 1920?,Woodrow Wilson,60,1,"[""Thomas W. Wilson"", ""President wilson"", ""Wilson, Woodrow"", ""Thomas Woodrow Wilson"", ""Woodrow wilson"", ""Presidency of Woodrow Wilson"", ""President Woodrow Wilson"", ""President Wilson's"", ""T Woodrow Wilson"", ""W. Wilson"", ""Woodrow Wilson's"", ""Woodrow Wilson"", ""Wildrow Woodson"", ""President Wilson"", ""28th President of the United States"", ""T. Woodrow Wilson"", ""Woodrow Wilson""]"
tc_1693,Who beat Tim Henman in his first Wimbledon singles semifinal?,Goran Ivanisevic,60,0,"[""Sampras"", ""Sampras, Pete"", ""Pete Sampras"", ""Peter Sampras"", ""Petros %22Pete%22 Sampras"", ""Pete Sampras""]"
tc_1699,What relation was Flo Jo to Jackie Joyner Kersee?,They were cousins,60,0,"[""Brother in law"", ""Wife's sister"", ""Bro-law"", ""Sisters-in-law"", ""Sister-in-law"", ""Sibling-in-law"", ""Siblings-in-law"", ""Brothers-in-law"", ""Brother-in-law"", ""Sister in law"", ""Brother-in-Law"", ""Sister-in-Law"", ""Sister-in-law""]"
tc_1700,How long was swimmer Michelle Smith-de Bruin banned for attempting to manipulate a drugs test?,4 years,60,1,"[""4 years"", ""four  time"", ""4 time"", ""4 years""]"
tc_1702,Yuan Yuan was caught carrying drugs for which Chinese team?,I don't know,10,0,"[""Swam"", ""Swimming (disambiguation)"", ""To-suijutsu"", ""Swimming"", ""Swimming""]"
tc_1704,Which grand slam did Pete Sampras not win in the 20th century?,French Open,90,1,"[""Fran\u00e7ais"", ""Francaise"", ""The French"", ""Frenchness"", ""French"", ""Francais"", ""French (disambiguation)"", ""Frrench"", ""French""]"
tc_1730,In which events did Gert Fredriksson win six Olympic gold medals?,Rowing,95,0,"[""Flatwater"", ""Canoeing"", ""Canoeist"", ""Canoers"", ""Canoe flatwater racing"", ""Canoing"", ""Paddler"", ""Canoer"", ""Flatwater canoeing"", ""Competitive canoeing"", ""Canoeing""]"
tc_1735,"How many of his 45 races did Mike Hawthorn, a former Formula One motor racing world champion, win?",3,60,1,"[""3"", ""Three"", ""three"", ""Three""]"
tc_1754,On the Internet what is Spam?,Unsolicited email,95,0,"[""Junk mail (disambiguation)"", ""Junkmail"", ""Junkmailing"", ""Junk mail"", ""Junk Mail"", ""Junk mail""]"
tc_1773,In which country did the Internet start?,United States,95,1,"[""The United States of America"", ""United States Of Amerca"", ""Us of a"", ""U.\u2013S.\u2013A."", ""Americaland"", ""United States (U.S.A.)"", ""Amurika"", ""Unite states of america"", ""United States of America (redirect)"", ""The U S A"", ""Unietd States"", ""EE UU"", ""The U.S.A."", ""U.-S.-A."", ""Usa"", ""United Staets of America"", ""Unites States"", ""\u00c9tats-Unis d'Am\u00e9rique"", ""Verenigde State"", ""U.\u2013S."", ""The United States of America."", ""The U-S-A"", ""EEUU"", ""U. S. A."", ""Nagkaisang mga Estado"", ""The U. S. of America"", ""The USA"", ""America (United States)"", ""The U. S. A."", ""U S of America"", ""UNITED STATES"", ""Estados Unidos"", ""The U\u2013S"", ""American United States"", ""US and A"", ""Unitd states"", ""The US of A"", ""EE.UU."", ""U-S"", ""The U-S"", ""Etymology of the United States"", ""U.S.A.)"", ""EE. UU."", ""United states of america"", ""US of america"", ""Verenigde State van Amerika"", ""Nited States"", ""United-States"", ""Unite States"", ""Estados Unidos de Am\u00e9rica"", ""UnitedStates"", ""Estaos Unios"", ""US of America"", ""The Usa"", ""United states of America"", ""Untied States of America"", ""The U S of America"", ""THE AMERICAN UNITED STATES"", ""The United-States"", ""U S A"", ""AmericA"", ""Estados Unidos de America"", ""United states"", ""The U.S. of America"", ""Amerka"", ""United\u2013States"", ""U.s.a."", ""United States of America"", ""United State of America"", ""United States (US)"", ""The U.S. of A"", ""America"", ""Amercia"", ""Stati Uniti d'America"", ""Los Estados Unidos de America"", ""United Stated"", ""U.S."", ""United States (of America)"", ""United States"", ""States of America"", ""America-class"", ""Los Estados Unidos"", ""U,S,"", ""United States (country)"", ""Federal United States"", ""ISO 3166-1:US"", ""Untied States"", ""The U.\u2013S.\u2013A."", ""VS America"", ""Amurica"", ""Etats-Unis d'Amerique"", ""US"", ""U.S. OF A"", ""USofA"", ""Etats-Unis"", ""U.S. of A"", ""United States of America (U.S.A.)"", ""Amarica"", ""The United States"", ""U-S-A"", ""United States/Introduction"", ""The Us"", ""Unitesd states"", ""The U S of A"", ""America class"", ""America magazine"", ""\u0627\u0644\u0648\u0644\u0627\u064a\u0627\u062a \u0627\u0644\u0645\u062a\u062d\u062f\u0629 \u0627\u0644\u0623\u0645\u0631\u064a\u0643\u064a\u0629"", ""The U. S. of A"", ""U S"", ""(USA)"", ""The United\u2013States"", ""United States (U.S.)"", ""U.-S."", ""United States of America (USA)"", ""'merica"", ""The US"", ""United States of America."", ""UNited States"", ""The U.S."", ""AMERICA"", ""United States of America/OldPage"", ""United+States"", ""The U S"", ""United Sates"", ""THE UNITED STATES OF AMERICA"", ""U\u2013S\u2013A"", ""United States Of America"", ""U.S. of America"", ""U\u2013S"", ""Los Estados Unidos de Am\u00e9rica"", ""The U.-S."", ""United sates"", ""The United States Of America"", ""America (country)"", ""United States of American"", ""United state of america"", ""The U.\u2013S."", ""Amurka"", ""U. S. of A"", ""The U. S."", ""United States America"", ""US of A"", ""\u00c9tats-Unis"", ""USoA"", ""USA"", ""Estaos Un\u00edos"", ""America, United States of"", ""U. S. of America"", ""U.S.American"", ""(US)"", ""The U\u2013S\u2013A"", ""U. S."", ""U.S. America"", ""U.S. A"", ""Yankee land"", ""America (US)"", ""U.S"", ""America (United States of)"", ""US (country)"", ""UNITED STATES OF AMERICA"", ""U.S.A"", ""Estados unidos"", ""Americia"", ""The US of america"", ""Vereinigte Staaten"", ""US America"", ""These United States of America"", ""VS Amerika"", ""Name of the United States"", ""The united states of america"", ""Estatos Unitos"", ""America (USA)"", ""The U.-S.-A."", ""United States of America/Introduction"", ""The US of America"", ""Americophile"", ""V.S. America"", ""U.S.A."", ""U S of A"", ""V.S. Amerika"", ""United+States+of+America"", ""The Unites States of America"", ""USA""]"
tc_1798,In which year was the Juilliard School founded in New York?,1905,60,1,"[""1905"", ""one thousand, nine hundred and five"", ""1905""]"
tc_1816,"Who wrote My Life and Loves in 1926, originally banned in the US?",Frank Harris,60,1,"[""Frank Harris"", ""Frank Harris""]"
tc_1826,What was Blondie's last UK No 1 of the 80s?,I don't know,10,0,"[""Midtribulation rapture"", ""Midtribulationism"", ""Pre-tribulation"", ""Pre-tribulation rapture"", ""Rapture"", ""Pretribulation rapture"", ""Mid-tribulation rapture"", ""Rapture (Protestant belief)"", ""The Teaching of the rapture"", ""Pretribulationistism"", ""Pre Tribulation"", ""Pre-tribulational"", ""Pre-trib"", ""Rapture""]"
tc_1858,"In baseball, where do the Royals come from?",Kansas City,95,1,"[""Kansas City Metro"", ""Kansas city"", ""Kansas City Metropolitan Area"", ""Metropolitan Kansas City"", ""Kansas City metro area"", ""Kansas City metropolitan area"", ""Greater Kansas City"", ""KC Metropolitan Area"", ""Kansas City"", ""Kansas City, Missouri metropolitan area"", ""Kansas City metropolitan Area"", ""Kansas City-Overland Park-Kansas City, MO-KS CSA"", ""Kansas City-Overland Park-Kansas City, MO-KS Combined Statistical Area"", ""Kansas City Metro Area"", ""K.C. Metropolitan Area"", ""Kansas City, MO-KS MSA"", ""Kansas City, MO-KS Metropolitan Statistical Area"", ""Kansas City, USA"", ""Kansas city""]"
tc_1859,What is the largest city in Ohio?,Columbus,95,0,"[""The Rock 'n' Roll Capital of the World"", ""Cleveland, Cuyahoga, Ohio"", ""Cleveland, Ohio"", ""Clevelnad"", ""The Cleve"", ""Government of Cleveland, Ohio"", ""Cleveland, Ohio, US"", ""Cleaveland"", ""Urban community school"", ""Ohio Cleveland"", ""Cleveland, Ohio, USA"", ""Cleveland, Ohio, U.S.A."", ""Cleveland, OH."", ""Sixth City"", ""Cleveland, oh"", ""UN/LOCODE:USCLE"", ""Cleveland,ohio"", ""The Rock and Roll Capital of the World"", ""Cleveland, USA"", ""Poznan, Ohio"", ""Cleveland Ohio"", ""Cleveland (OH)"", ""Sister Cities of Cleveland, Ohio"", ""Cleveland, Ohio, U.S."", ""Cleveland, Oh"", ""Cleveland (Ohio)"", ""Government of Cleveland"", ""Sister cities of Cleveland, Ohio"", ""Urban Community School"", ""Cleveland, ohio"", ""Cleveland"", ""Cleveland, OH"", ""Cleveland""]"
tc_1865,In which decade of the 20th century was Anne Bancroft born?,1930s,60,1,"[""1930\u2019s"", ""Thirties"", ""1930s literature"", ""Nineteen-thirties"", ""1930\u20131939"", ""1930-1939"", ""'30s"", ""1930s"", ""1930's"", ""%6030s"", ""1930s (decade)"", ""The Thirties"", ""1930s""]"
tc_1867,The Suez Canal connects the Mediterranean Sea to which other Sea?,Red Sea,95,1,"[""Arabicus Sinus"", ""Sinus Arabicus"", ""Red sea"", ""The red sea"", ""\u1240\u12ed\u1215 \u1263\u1215\u122a"", ""Red Sea"", ""Red Sea Basin"", ""Al Ba\u1e29r al A\u1e29mar"", ""Sea of Mecca"", ""Red sea""]"
tc_1888,Which rock star did Cindy Crawford name her first son after?,Presley,90,1,"[""Presley"", ""Pressley"", ""Pressly"", ""Presley""]"
tc_1914,Sun Yat Sen overthrew the emperor in which country establishing a republic after 2000 years of imperial rule?,China,90,1,"[""Chinese People's Republic"", ""China (Peking)"", ""The prc"", ""Socialist China"", ""Chinese PR"", ""PRoC"", ""PRC"", ""China's"", ""P. R. of China"", ""People's Republic Of China"", ""The People's Republic of China"", ""China"", ""Territorial disputes of China"", ""China PRC"", ""People's repuublic of china"", ""China (PRC)"", ""China (People's Republic)"", ""People's Republic of China (Mainland China)"", ""Zhonghua Renmin Gonghe Guo"", ""People' Republic of China"", ""Prc"", ""People's republic of china"", ""People' s Republic of China"", ""P.R. of China"", ""China, People's Republic of"", ""Chung-Kuo"", ""P.R.C."", ""The people's republic of china"", ""Zhong Guo"", ""Peoples republic of China"", ""Red China (modern)"", ""Chung-kuo"", ""The PRC"", ""Zhonghuarenmingongheguo"", ""State of China"", ""Zhonghu\u00e1 r\u00e9nm\u00edn g\u00f2ngh\u00e9gu\u00f3"", ""\u4e2d\u56fd"", ""Peoples republic of china"", ""P.R.China"", ""People's Republic or China"", ""Zhonghua Renmin Gongheguo"", ""China, the People's Republic of"", ""Nation of China"", ""People\u2019s Republic of China"", ""China, PRC"", ""Zh\u014dnghu\u00e1 R\u00e9nm\u00edn G\u00f2ngh\u00e9gu\u00f3"", ""Modern day China"", ""Peoples Republic of China"", ""PROC"", ""\u4e2d\u534e"", ""Chaina"", ""Zhongguo"", ""Homes in china"", ""People's republic of China"", ""Zh\u014dnggu\u00f3"", ""Sinic"", ""China PR"", ""PRC (China)"", ""\u4e2d\u570b"", ""Jhonggu\u00f3"", ""Red Chinese"", ""(The People's Republic of) China"", ""The People\u2019s Republic of China"", ""China (Republic : 1949- )"", ""CHINA"", ""China People's Republic"", ""Pr china"", ""P.r. of china"", ""Chungkuo"", ""ISO 3166-1:CN"", ""Land of China"", ""Zhonghua renmin gongheguo"", ""P.R. China"", ""Zhonggu\u00f3"", ""\u4e2d\u534e\u4eba\u6c11\u5171\u548c\u56fd"", ""PRChina"", ""\u4e2d\u83ef"", ""PR of China"", ""\u4e2d\u83ef\u4eba\u6c11\u5171\u548c\u570b"", ""Pr of c"", ""Cihna"", ""Communist China (modern)"", ""P. R. China"", ""People's Republic of China (PRC)"", ""Peoples' Republic of China"", ""The Peoples Republic of China"", ""People's Republic of China"", ""Pr of china"", ""PR China"", ""P.R. of CHINA"", ""China""]"
tc_1921,Who designed the dress which made the most at Diana's dress auction?,Catherine Walker,60,0,"[""Victor Edelstein"", ""Victor Edelstein""]"
tc_1924,Which Palestinian co-founded al Fatah in 1957?,Yasser Arafat,90,1,"[""Yasir Arafat"", ""Yasir 'Arafat"", ""Jassir Arafat"", ""Abu Ammar"", ""Yasser 'Arafat"", ""\u0645\u062d\u0645\u062f \u0639\u0628\u062f \u0627\u0644\u0631\u062d\u0645\u0646 \u0639\u0628\u062f \u0627\u0644\u0631\u0624\u0648\u0641 \u0639\u0631\u0641\u0627\u062a \u0627\u0644\u0642\u062f\u0648\u0629 \u0627\u0644\u062d\u0633\u064a\u0646\u064a"", ""Ab\u016b %60amm\u0101r"", ""Mohammed Abdel Rahman Abdel Raouf Arafat Al Qudua Al Husseini"", ""Yaser Arafat"", ""Mohammed Abdel Rahman Abdel Raouf Arafat al-Qudwa al-Husseini"", ""Ashraf al-Kurdi"", ""Muhammad Abd ar-Rauf al-Qudwah al-Husayni"", ""Abu Amar"", ""Mohammed Abdel-Raouf Arafat As Qudwa al-Hussaeini"", ""Death of yasser arafat"", ""Yasser Arafet"", ""Yasser Arafat"", ""Death Of Yasser Arafat"", ""Yassir Arafat"", ""Death of Arafat"", ""Muhammed al-Qudwa al-Husseini"", ""Yasir Arafat (Disambiguation)"", ""Illness of Yasser Arafat"", ""Yassar Arafat"", ""Yasser Arafat""]"
tc_1938,In which country was Earl Spencer's acrimonious divorce settlement heard?,England,60,0,"[""South africa"", ""South Africa's"", ""Southafrica"", ""Third Republic (South Africa)"", ""Republiek van Suid-Afrika"", ""Sou'frica"", ""Zuid Afrika"", ""Zuid-Afrika"", ""ISO 3166-1:ZA"", ""South-African"", ""S Africa"", ""Zuid Africa"", ""Mzansi"", ""Afrique du sud"", ""Zuidafrika"", ""Ningizimu Afrika"", ""Capital of South Africa"", ""Suid-Afrika"", ""South-Africa"", ""Rep. of SOUTH AFRICA"", ""The Republic of South Africa"", ""Suid Africa"", ""Azania/South Africa"", ""S Afr"", ""Saffa"", ""South African"", ""Seth efrika"", ""South Africa"", ""Soufrica"", ""Republic of south africa"", ""South Africa\u00e0"", ""The Beloved Country"", ""S. Africa"", ""Rep. of South Africa"", ""South Africans"", ""Republic of South Africa"", ""South Africa""]"
tc_1943,"In which North African country was Mohammed Al-Fayed, owner of Harrods department store in London, born?",Egypt,60,1,"[""EGY"", ""Arab Republic of Egypt"", ""A .R . EGYPT"", ""The Arab Republic of Egypt"", ""Eygpt"", ""Etymology of Egypt"", ""\u0645\u0635\u0631"", ""Kemmet"", ""Gift of the Nile"", ""Arab Republic Of Egypt"", ""Names of Egypt"", ""Mi\u1e63r"", ""A .R . Egypt"", ""Eytp"", ""National identity of Egyptians"", ""Jumhuriyat Misr al'Arabiyah"", ""Eypt"", ""Egyptian Republic"", ""Ejipt"", ""Name of Egypt"", ""Egipto"", ""Kimet"", ""\u062c\u0645\u0647\u0648\u0631\u064a\u0651\u0629 \u0645\u0635\u0631\u0627\u0644\u0639\u0631\u0628\u064a\u0651\u0629"", ""Egypte"", ""Egypt (name)"", ""Egypt"", ""\u062c\u0645\u0647\u0648\u0631\u064a\u0629 \u0645\u0635\u0631\u0627\u0644\u0639\u0631\u0628\u064a\u0629"", ""A.R. Egypt"", ""Republic of Eygpt"", ""\u00c9gypte"", ""Second Egyptian Republic"", ""Egipt"", ""ISO 3166-1:EG"", ""Egypt info"", ""Egypt""]"
tc_1944,Aung San Suu Kyi is a controversial leader in which country?,Myanmar,90,1,"[""Economic sanctions against Myanmar"", ""Economic sanctions against Burma"", ""ISO 3166-1:MM"", ""Birman Empire"", ""Etymology of Burma"", ""Republic of The Union of Myanmar"", ""Pyidaunzu Thanm\u0103da My\u0103ma Nainngandaw"", ""Mianmar"", ""Borders of Burma"", ""Myanmar (Burma)"", ""Mayanmar"", ""\u1019\u103c\u1014\u103a\u1019\u102c\u1015\u103c\u100a\u103a"", ""Pyi-daung-zu Myan-ma Naing-ngan-daw"", ""Myammar"", ""Burma/Myanmar"", ""Burmese Republic"", ""Burma-Myanmar"", ""Burma (Myanmar)"", ""Union of Myanmar"", ""\u1015\u103c\u100a\u103a\u1011\u1031\u102c\u1004\u103a\u1005\u102f \u101e\u1019\u1039\u1019\u1010 \u1019\u103c\u1014\u103a\u1019\u102c\u1014\u102d\u102f\u1004\u103a\u1004\u1036\u1010\u1031\u102c\u103a"", ""Sanctions against Burma"", ""Myanmar (formerly Burma)"", ""Birma"", ""\u1015\u103c\u100a\u103a\u1011\u1031\u102c\u1004\u103a\u1005\u102f \u101e\u1019\u1039\u1019\u1010 \u1019\u103c\u1014\u103a\u1019\u102c\u1014\u102d\u102f\u1004\u103a\u1004\u1036\u1010\u1031\u102c"", ""Birmanie"", ""Myanmar/(Burma)"", ""Burma"", ""Myanmar/Burma"", ""Myanmar"", ""Myanmer"", ""Socialist Republic of the Union of Burma"", ""Republic of the Union of Myanmar"", ""Eastern Burma"", ""Union of burma"", ""Myanma"", ""Birmania"", ""Myanmar""]"
tc_1945,Which of the founders of United Artists had the last name nearest the beginning of the alphabet?,Douglas Fairbanks,60,0,"[""Chaplin"", ""Chaplin (disambiguation)"", ""Chaplin (musical)"", ""Chaplin""]"
tc_1968,"In La Cage Aux Folles, what was La Cage Aux Folles?",A nightclub,90,1,"[""Discotheque"", ""Night clubs"", ""Diskotek"", ""Dance club"", ""Clubbers"", ""Night club"", ""Discoth\u00e8que"", ""Nightclubs"", ""Clubber"", ""Theque"", ""Discoteck"", ""Dance Club"", ""Discotech"", ""Discoth\u00e8ques"", ""Clubgoer"", ""Nightclub culture"", ""List of nightclubs"", ""Nightclub"", ""Discoteque"", ""Discotheques"", ""Discothek"", ""History of discotheques"", ""Disco Bar"", ""Dance clubs"", ""Night Clubs"", ""Disco pub"", ""Discotek"", ""Discotheke"", ""Club scene"", ""Night-club"", ""Club night"", ""History of nightclubs"", ""Nightclub""]"
tc_1973,Where was the Fiddler in the musical's title?,On the roof,95,1,"[""Sur les toits (cambrioleurs et gendarmes)"", ""On the Roof"", ""Sur les toits"", ""On the Roofs"", ""On the Roof""]"
tc_1977,South Pacific was set during which war?,World War II,90,1,"[""The Second world war"", ""WorldWar2"", ""WW2"", ""Second World war"", ""WwII"", ""War World Two"", ""World War II"", ""Second Great War"", ""The 2nd World War"", ""WW-II"", ""2nd world war"", ""World War two"", ""The second world war"", ""The second great war"", ""World war 2"", ""Ww2"", ""The Origins and Commencement of World War II"", ""World War ll"", ""WW II"", ""Second World War"", ""World-War II"", ""W.W.2"", ""WarII"", ""War World II"", ""War World 2"", ""World War 2"", ""World War II countries and Leaders"", ""The Second World War"", ""World war ii"", ""Countries in the Second World War"", ""Second World War: The History and the Events"", ""World war II"", ""WWII"", ""Second world War"", ""Ww2'"", ""Wwii"", ""Nazi occupation"", ""World War, 1939-1945"", ""Second World Wars"", ""WWTWO"", ""2nd World War"", ""II World War"", ""W.W. II"", ""World War ii"", ""World War \u2161"", ""WW-2"", ""2w2"", ""Second world war"", ""World war two"", ""IIWW"", ""W.W.II"", ""World War II/Infobox"", ""Segunda Guerra Mundial"", ""WW 2"", ""WW@"", ""Word war II"", ""Guerre mondiale II"", ""2nd World war"", ""World War II/Edited Text"", ""World War Two"", ""WWII""]"
tc_2020,What percentage of the earth's surface is covered by Europe?,6.8%,60,1,"[""eight  %"", ""8 %"", ""8%"", ""8%""]"
tc_2031,Which European town gave its name to a Treaty which symbolizes closer economic links between European countries?,Maastricht,90,1,"[""Maastricht, the Netherlands"", ""Maasthrict"", ""Mestreech"", ""Mastericht"", ""Maestricht"", ""Maastrict"", ""Maastricht"", ""Maastricht, Netherlands"", ""Vrijthof"", ""UN/LOCODE:NLMST"", ""Limmel"", ""Maastricht""]"
tc_2032,Which home of champagne in France was also where the German High Command surrendered in WWII?,Reims,60,1,"[""Reims"", ""Reims, France"", ""Saint Remi Basilica"", ""Rheims"", ""Rheims, France"", ""Durocortorum"", ""Saint-Remi Cathedral"", ""Reims""]"
tc_2063,Which was the first European city this century to open an underground railway system?,London,95,0,"[""Pa\u0159\u00ed\u017e"", ""FRPAR"", ""Paris"", ""Name of paris and its inhabitants"", ""Paname"", ""Paris France"", ""Ville Lumi\u00e8re"", ""Leucetia"", ""Rue de M\u00e9nilmontant"", ""Paris agglomeration"", ""France Paris"", ""Sports in Paris"", ""Departement de Paris"", ""Paris, Ile-De-France"", ""Rue de Menilmontant"", ""UN/LOCODE:FRPAR"", ""Pa\u0159\u00ed\u017ei"", ""Ville Lumiere"", ""Paris, France"", ""Paris, \u00cele-de-France"", ""Paris, \u00cele-de-France, France"", ""Parijs"", ""Parisien"", ""Cuisine of Paris"", ""Suburbs of Paris"", ""Sport in Paris"", ""The weather in Paris"", ""Parisian (person)"", ""Parizi"", ""Par\u00eds"", ""Name of Paris and its inhabitants"", ""Paree"", ""Paris, Europe"", ""Paris, Banks of the Seine"", ""Paris (etymology)"", ""Paris (France)"", ""The City of Love (city)"", ""D\u00e9partement de Paris"", ""Paris""]"
tc_2090,Who first drew Mickey Mouse when ?Disney first supplied the voice?,Ub Iwerks,60,1,"[""Iwerks, Ub"", ""Ub Iwerks"", ""Ub Iwerks Studio"", ""Celebrity Productions"", ""Ubbe Ert Iwwerks"", ""Ub Iwerks""]"
tc_2097,Which actress wrote the novel The Last of the Really Great Whangdoodles?,Julie Andrews,60,1,"[""Julia Elizabeth Wells"", ""Julie Elizabeth Andrews, DBE"", ""Julie Andrews Edwards"", ""Julie Wells"", ""Julie Elizabeth Wells"", ""Julie Elizabeth Andrews"", ""Dame Julie Andrews"", ""Julie Elizabeth Andrews DBE"", ""Julie andrews"", ""Julie Andrews"", ""Julie Andrews""]"
tc_2111,Who was the star of the film based on the record Harper Valley PTA by Jeannie C Riley?,Barbara Eden,60,1,"[""Barbara Morehead"", ""Barbara Jean Morehead"", ""Barbara Eden"", ""Barbara Eden""]"
tc_2114,What color golf balls are used on the golf course in Antarctica?,I don't know,10,0,"[""Orange (album)"", ""Orangeishness"", ""Orange (film)"", ""Orangishness"", ""Orangeishly"", ""Orangishly"", ""Orange"", ""Oranfe"", ""Orange (disambiguation)"", ""Orange""]"
tc_2116,Throughout the 80s and 90s Phil Collins recorded on which record label?,Atlantic,60,1,"[""Sea of Atlas"", ""The Pond"", ""Ethiopic Ocean"", ""Across the pond"", ""North Atlantic"", ""The Atlantic Ocean"", ""North Atlantic ocean"", ""Northern Atlantic"", ""Altantic Ocean"", ""Atlantis Thalassa"", ""Atlantic basic"", ""The pond"", ""Atlantic basin"", ""Atlantic"", ""Atlantic Oceans"", ""Occidental Ocean"", ""Ethiopian Ocean"", ""North Atlantic fisheries"", ""Atlantic Basic"", ""North-East Atlantic"", ""Atlantic Basin"", ""Atlantic ocean"", ""Atlantic (ocean)"", ""Antlantic Ocean"", ""South Atlantic Ocean"", ""Oceanvs Occidentalis"", ""Atlantic Ocean"", ""Central Atlantic"", ""South Atlantic"", ""East Atlantic"", ""North Atlantic Ocean"", ""Altantic ocean"", ""Atlantic coast"", ""Atlantic""]"
